rank,id_boleto,risk_score_heuristico,risk_level,statistical_score,statistical_level,score_consolidado,amount,delay_days,payer_uf,beneficiary_uf,tipo_especie,baixa_missing,z_payer,z_beneficiary,z_combined,motivo_estatistico,motivos_heuristicos
64,c8099ea948add48016d42e8139be2227ce1215478ce7480040d232490ed3c65f,70.0,alto,25.0,desvio leve,56.5,82269.29,62,SC,SC,DM DUPLICATA MERCANTIL,sim,1.0,0.9879,1.0,valor 1.00 desvios acima da media do pagador; valor 0.99 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; valor nominal elevado; beneficiario com alta concentracao operacional; pagador com baixa liquidez
65,9373b839e28b2fa578a05cc09bc180f45563de246cc388e4c542ca6ca637c92f,69.0,alto,26.75,desvio leve,56.32,10350.00,219,MG,SP,DM DUPLICATA MERCANTIL,sim,-1.0701,1.0,1.0701,valor 1.07 desvios abaixo da media do pagador; valor 1.00 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 219 dias; pagador com alta recorrencia de boletos; pagador com baixa liquidez; score de quantidade baixo
66,9cc2b9959deeedf482f90a6010bea1a8d52c8ba496d31e74564cd549245f757e,61.33,alto,43.94,desvio leve,56.11,24750.00,31,SP,SP,DM DUPLICATA MERCANTIL,sim,0.6898,1.7574,1.7574,valor 0.69 desvios acima da media do pagador; valor 1.76 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 31 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
67,16951cb9c937987b405caf5dc205067197aa443154d19461a507f735cc7f4ca0,67.0,alto,30.39,desvio leve,56.02,180.50,68,PR,,DS DUPLICATA DE SERVICO,sim,-1.2158,-1.0751,1.2158,valor 1.22 desvios abaixo da media do pagador; valor 1.08 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 68 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
68,0f97c832102914b2411f44a32b4822d44f2d011ebaa2cc1a697890ee8e43df91,67.0,alto,30.39,desvio leve,56.02,180.50,68,PR,,DS DUPLICATA DE SERVICO,sim,-1.2158,-1.0751,1.2158,valor 1.22 desvios abaixo da media do pagador; valor 1.08 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 68 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
69,ec40d73d7e57f3f0bf532a82a00b1e344a14daa502fa66257d93724a0b37b058,69.67,alto,22.39,comportamento normal,55.49,983.18,35,PB,,DM DUPLICATA MERCANTIL,sim,0.8957,-0.5024,0.8957,valor 0.90 desvios acima da media do pagador; valor 0.50 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 35 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; beneficiario com baixa liquidez
70,b46b4914010e8094f6e31df636d98e15cd6b1d56d5435e90c897e8c421f31a3e,64.0,alto,35.32,desvio leve,55.4,249090.00,62,SC,RS,DM DUPLICATA MERCANTIL,sim,,1.413,1.413,valor 1.41 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; valor nominal entre os 5% maiores da base; pagador com liquidez moderada; score de quantidade baixo
71,a359463f627f295a42b619081cae32f9d4db32039619fd976f66d96bb5006808,60.0,alto,44.31,desvio leve,55.29,2945.38,62,PA,PA,DM DUPLICATA MERCANTIL,sim,1.7276,1.7726,1.7726,valor 1.73 desvios acima da media do pagador; valor 1.77 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada
72,0b9f4eb1be49811fa0d496e462e5c887b5fe1e200511b6e8c38581b5962dea3b,60.0,alto,44.31,desvio leve,55.29,2945.38,62,PA,PA,DM DUPLICATA MERCANTIL,sim,1.7276,1.7726,1.7726,valor 1.73 desvios acima da media do pagador; valor 1.77 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada
73,838bbf9c89b55db34c042a9871b0f75f7ac2e38772e51bcd56af3edbde7702f3,60.0,alto,43.09,desvio leve,54.93,2890.14,62,PA,PA,DM DUPLICATA MERCANTIL,sim,1.6797,1.7238,1.7238,valor 1.68 desvios acima da media do pagador; valor 1.72 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada
74,e2b3ab1c397d6a1aabef01efcc246508a429c480fb0dbb1a78821b32eff6aeb1,35.0,medio,100.0,anomalia forte,54.5,199079.81,-19,RS,RS,DM DUPLICATA MERCANTIL,nao,,9.7545,9.7545,valor 9.75 desvios acima da media do beneficiario,valor nominal entre os 5% maiores da base; beneficiario com alta concentracao operacional; pagador com baixa liquidez; indicador de inadimplencia moderado
75,5e30ac0aafc4b4142b78e81af78eec59633154032b0d0c150fc6ad04448d65cf,67.0,alto,25.0,desvio leve,54.4,42500.00,182,,,DM DUPLICATA MERCANTIL,sim,-1.0,-1.0,1.0,valor 1.00 desvios abaixo da media do pagador; valor 1.00 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 182 dias; valor nominal elevado; pagador com baixa liquidez; beneficiario com baixa liquidez
76,f9af663384e724cd2fbd0e4057dabfccd7b848714b401c684a6a72f996a81171,67.0,alto,25.0,desvio leve,54.4,43250.00,182,,,DM DUPLICATA MERCANTIL,sim,1.0,1.0,1.0,valor 1.00 desvios acima da media do pagador; valor 1.00 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 182 dias; valor nominal elevado; pagador com baixa liquidez; beneficiario com baixa liquidez
77,16cdb933261eb5b417e9e4cbe22a9fd085c5b25801dffac1ccd77f814b26beb4,67.0,alto,24.19,comportamento normal,54.16,882.92,62,PR,,DM DUPLICATA MERCANTIL,sim,0.8704,0.9677,0.9677,valor 0.87 desvios acima da media do pagador; valor 0.97 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
78,ae2c26c5c5e8a7c36aee0af8d3d60f3811a3295b5bb7e516c5d966f713f84dba,67.0,alto,23.69,comportamento normal,54.01,270.75,68,PR,,DS DUPLICATA DE SERVICO,sim,-0.9478,-0.8126,0.9478,valor 0.95 desvios abaixo da media do pagador; valor 0.81 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 68 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
79,1188bee2f44cd32aa51cc8de159980d6815f7691b1105968cf38890958f78de2,66.33,alto,25.0,desvio leve,53.93,143732.35,52,RS,RS,DM DUPLICATA MERCANTIL,sim,-1.0,-1.0,1.0,valor 1.00 desvios abaixo da media do pagador; valor 1.00 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 52 dias; valor nominal elevado; pagador com baixa liquidez; score de quantidade baixo
80,3431d72a0af3f08d0a0e178add2327eaf9fbbefba8164a8ad85c78172a013eb7,54.33,alto,52.99,anomalia moderada,53.93,710.12,10,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,sim,2.1195,-0.0365,2.1195,valor 2.12 desvios acima da media do pagador; valor 0.04 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 10 dias; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; pagador com baixa liquidez
81,17818ff88bd178d8e7a24156554e46dd78fbe5ad02e279a3f4df559e36606b05,77.0,critico,0.0,comportamento normal,53.9,579.36,98,PA,,DM DUPLICATA MERCANTIL,sim,,,0.0,historico insuficiente para teste estatistico,boleto sem valor de baixa; pagamento com atraso de 98 dias; pagador com baixa liquidez; beneficiario com baixa liquidez; score de materialidade intermediario
82,7d5a8d51248dd03d7e21072f6cdccb5afb9df8479a517ff64192ea22c2174c11,52.0,alto,58.26,anomalia moderada,53.88,1029.51,,GO,MG,DM DUPLICATA MERCANTIL,sim,,2.3302,2.3302,valor 2.33 desvios acima da media do beneficiario,boleto sem valor de baixa; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo; indicador de inadimplencia elevado
83,24c753432a0d13e19842bba5c35cf0d0c06c256f21355801d17d403398ce8699,34.0,medio,100.0,anomalia forte,53.8,10015.95,-75,DF,,DM DUPLICATA MERCANTIL,sim,,4.2139,4.2139,valor 4.21 desvios acima da media do beneficiario,boleto sem valor de baixa; beneficiario com alta concentracao operacional; historico de atraso elevado
84,3b511b0f40d33f52258ae6ef3027c743d1396f14a5be968aa7903670b952032e,69.33,alto,17.43,comportamento normal,53.76,1259.47,19,RN,SC,DM DUPLICATA MERCANTIL,sim,,0.6974,0.6974,valor 0.70 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 19 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; beneficiario com baixa liquidez
85,8654333de78320e86274f32f1bf77793b3a760dc38798399243ff340e68233f4,66.0,alto,25.0,desvio leve,53.7,19176.04,62,SP,SP,DM DUPLICATA MERCANTIL,sim,1.0,1.0,1.0,valor 1.00 desvios acima da media do pagador; valor 1.00 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; pagador com baixa liquidez; score de quantidade baixo; indicador de inadimplencia elevado
86,aa0208ff0f8229a6e4d14051ad8bb903aeb7a3505c7a8d09c4a7116c6dee4d18,66.0,alto,25.0,desvio leve,53.7,19493.24,64,RS,RS,DM DUPLICATA MERCANTIL,sim,-1.0,-1.0,1.0,valor 1.00 desvios abaixo da media do pagador; valor 1.00 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 64 dias; pagador com baixa liquidez; score de quantidade baixo; indicador de inadimplencia elevado
87,d1fcae4f00be8017b71d082fb6738c6d470422000146cce2c5513e2ee615d325,66.0,alto,25.0,desvio leve,53.7,8940.76,62,SP,SP,DM DUPLICATA MERCANTIL,sim,-1.0,-1.0,1.0,valor 1.00 desvios abaixo da media do pagador; valor 1.00 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; pagador com baixa liquidez; score de quantidade baixo; indicador de inadimplencia elevado
88,dffd792904b6ec8822cbc41d18c1233d30902f56bfb79f54877a440a7bd0d9e1,59.33,alto,40.53,desvio leve,53.69,23430.00,25,SP,SP,DM DUPLICATA MERCANTIL,sim,0.5446,1.6213,1.6213,valor 0.54 desvios acima da media do pagador; valor 1.62 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 25 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
89,bd5f20623fea09334653392354054540e443984adea027b108b38333051de4ec,47.67,medio,67.66,anomalia moderada,53.67,487890.13,2,GO,GO,DM DUPLICATA MERCANTIL,sim,-1.0,2.7063,2.7063,valor 1.00 desvios abaixo da media do pagador; valor 2.71 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 2 dias; valor nominal entre os 5% maiores da base; beneficiario com alta concentracao operacional; pagador com liquidez moderada
90,64aae9796326de4f235218337d523c867a5492803a3dc47648e93af227ba624a,58.67,alto,41.88,desvio leve,53.63,1022.40,29,SP,,DM DUPLICATA MERCANTIL,sim,-0.5324,-1.6752,1.6752,valor 0.53 desvios abaixo da media do pagador; valor 1.68 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 29 dias; pagador com alta recorrencia de boletos; pagador com baixa liquidez; score de quantidade baixo
91,79f1a042a3c3ef8c8904defea700ac255eab74d344bdb1a787f6c10e0c44aac3,55.0,alto,50.0,anomalia moderada,53.5,120705.42,62,MG,MG,DM DUPLICATA MERCANTIL,sim,2.0,1.0,2.0,valor 2.00 desvios acima da media do pagador; valor 1.00 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; valor nominal elevado; pagador com recorrencia relevante; historico de atraso moderado
92,8a8a4160893583f038442db0d8e533e1e39ce82af3f1a5fc236f6720f23099d2,33.33,medio,100.0,anomalia forte,53.33,121401.98,4,MG,MG,DM DUPLICATA MERCANTIL,nao,4.9575,6.0997,6.0997,valor 4.96 desvios acima da media do pagador; valor 6.10 desvios acima da media do beneficiario,pagamento com atraso de 4 dias; valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; indicador de inadimplencia elevado
93,ab2402e77def85e1f4253310e83d4775000d57ab7eab8e2d6a0ea8c2fd19cbfc,33.33,medio,100.0,anomalia forte,53.33,102998.52,4,MG,MG,DM DUPLICATA MERCANTIL,nao,4.1168,5.1004,5.1004,valor 4.12 desvios acima da media do pagador; valor 5.10 desvios acima da media do beneficiario,pagamento com atraso de 4 dias; valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; indicador de inadimplencia elevado
94,1f5755f55bdd29667ccbb9066eabd4eab33e102906496392caee29e4dc0b0dea,76.0,critico,0.0,comportamento normal,53.2,7074.41,122,SP,SP,DM DUPLICATA MERCANTIL,sim,,,0.0,historico insuficiente para teste estatistico,boleto sem valor de baixa; pagamento com atraso de 122 dias; pagador com baixa liquidez; score de materialidade desfavoravel; score de quantidade baixo
95,9dfbc867d16e5f58c7a5815e533d83faef9367225b288062ef7c607b898be166,67.0,alto,21.0,comportamento normal,53.2,307.04,68,PR,,DM DUPLICATA MERCANTIL,sim,-0.84,-0.7071,0.84,valor 0.84 desvios abaixo da media do pagador; valor 0.71 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 68 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
96,6ff1c11922d3b53bb0b3025a68681410101244cb5650726bfb9c2eaf98269f00,47.0,medio,67.37,anomalia moderada,53.11,335799.72,3,SP,SP,DMI DUPLICATA MERCANTIL INDICACAO,sim,2.1227,2.6948,2.6948,valor 2.12 desvios acima da media do pagador; valor 2.69 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 3 dias; valor nominal entre os 5% maiores da base; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional
97,454aa19f37d55266d2a46dfe7623d3ad54e99d5d3f9f89d83d0276bce2438387,65.0,alto,25.0,desvio leve,53.0,169500.00,,TO,,DM DUPLICATA MERCANTIL,sim,-1.0,-0.7866,1.0,valor 1.00 desvios abaixo da media do pagador; valor 0.79 desvios abaixo da media do beneficiario,boleto sem valor de baixa; valor nominal elevado; pagador com baixa liquidez; beneficiario com baixa liquidez; score de quantidade baixo
98,f806c157695929e1d9371e7ce40eeda8160829f884cb8a2b617a8192ca278f3e,67.0,alto,19.77,comportamento normal,52.83,822.10,62,PR,,DM DUPLICATA MERCANTIL,sim,0.6898,0.7908,0.7908,valor 0.69 desvios acima da media do pagador; valor 0.79 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
99,d7053b183cc7ec4c9ea893b06c92ed3b7f8bc4d90627cc628a15e289d3423cfa,72.0,alto,7.21,comportamento normal,52.56,2463.66,128,CE,GO,DM DUPLICATA MERCANTIL,sim,,-0.2884,0.2884,valor 0.29 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 128 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
100,32616828e79fa59e04c6b1748e29074d4a53461ef04082623a4d42da8d7ca39f,75.0,critico,0.0,comportamento normal,52.5,50000.00,57,ES,PR,DM DUPLICATA MERCANTIL,sim,,,0.0,historico insuficiente para teste estatistico,boleto sem valor de baixa; pagamento com atraso de 57 dias; valor nominal elevado; pagador com baixa liquidez; beneficiario com baixa liquidez
101,850bd43f1be0174b06e14c1c1798f3ac38e0950b5589db1ee545ae5e71e6516d,75.0,critico,0.0,comportamento normal,52.5,375073.56,206,MT,SP,OUTROS,sim,,,0.0,historico insuficiente para teste estatistico,boleto sem valor de baixa; pagamento com atraso de 206 dias; valor nominal entre os 5% maiores da base; pagador com baixa liquidez; score de quantidade baixo
102,3998a00b65318b72ceb9cee44476e12569fa4b610ae4cbf4d49dff2df036148f,73.0,alto,4.53,comportamento normal,52.46,1883.32,68,RS,RS,DM DUPLICATA MERCANTIL,sim,,-0.1813,0.1813,valor 0.18 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 68 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; beneficiario com baixa liquidez
103,f0436fe78cb337473ee46f91edbf4038ac46fe586d0ac4a7512bf8ade9179f04,65.33,alto,22.39,comportamento normal,52.45,983.18,22,PB,,DM DUPLICATA MERCANTIL,sim,0.8957,-0.5024,0.8957,valor 0.90 desvios acima da media do pagador; valor 0.50 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 22 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; beneficiario com baixa liquidez
104,dd25624a5b2498616efcccce80f9452971222ee2cffbe7dadc175c9848d5b7b6,32.0,medio,100.0,anomalia forte,52.4,88925.19,0,,,DM DUPLICATA MERCANTIL,nao,8.129,8.8324,8.8324,valor 8.13 desvios acima da media do pagador; valor 8.83 desvios acima da media do beneficiario,valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
105,3d7c298ad8d30815c34c3a0496fe00c98d4377fb717d4a4d641d838509e13e35,67.0,alto,17.99,comportamento normal,52.3,797.60,62,PR,,DM DUPLICATA MERCANTIL,sim,0.617,0.7195,0.7195,valor 0.62 desvios acima da media do pagador; valor 0.72 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 62 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
106,793b4f0b16f62ab25e17693c6414db4b55e852fe5f1ec70a89cb7b19c1600cd0,46.33,medio,66.03,anomalia moderada,52.24,388187.37,1,SP,SC,DMI DUPLICATA MERCANTIL INDICACAO,sim,2.6413,-1.0,2.6413,valor 2.64 desvios acima da media do pagador; valor 1.00 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 1 dias; valor nominal entre os 5% maiores da base; pagador com alta recorrencia de boletos; beneficiario com baixa liquidez
107,7a24ab885896dfe209002ff2f6aee954438d0dd3d43d2a1bb578961a601df97e,67.0,alto,17.68,comportamento normal,52.2,899.30,68,MG,RJ,DM DUPLICATA MERCANTIL,sim,-0.7071,-0.3842,0.7071,valor 0.71 desvios abaixo da media do pagador; valor 0.38 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 68 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
